customer_id,agent_id
3,0
5,0
6,0
11,0
16,0
23,0
30,0
33,0
34,0
40,0
41,0
43,0
55,0
56,0
57,0
69,0
71,0
78,0
86,0
98,0
105,0
115,0
118,0
127,0
130,0
131,0
138,1
145,1
153,1
169,1
175,1
178,1
190,1
191,1
193,1
207,1
209,1
216,1
218,1
220,1
231,1
239,1
240,1
242,1
246,1
258,1
263,1
264,1
266,1
276,1
277,1
278,1
290,1
291,1
293,1
295,1
302,1
309,1
313,1
315,1
317,1
319,1
323,1
327,2
333,2
353,2
364,2
367,2
371,2
378,2
381,2
382,2
385,2
399,2
400,2
409,2
412,2
420,2
423,2
425,2
442,2
447,2
449,2
455,2
464,2
469,2
482,2
485,2
488,2
493,2
519,2
523,2
535,2
539,2
540,2
543,2
551,2
556,2
567,2
569,2
578,3
580,3
593,3
600,3
606,3
611,3
615,3
617,3
618,3
619,3
620,3
624,3
630,3
631,3
633,3
636,3
638,3
652,3
660,3
661,3
672,3
674,3
682,3
683,3
693,3
696,3
698,3
699,3
703,3
707,3
708,3
710,3
711,3
727,3
730,3
738,3
745,3
746,4
751,4
759,4
791,4
842,4
843,4
855,4
863,4
871,4
872,4
879,4
883,4
893,4
897,4
899,4
911,4
912,4
921,4
926,4
929,5
937,5
938,5
952,5
954,5
957,5
962,5
965,5
967,5
968,5
969,5
973,5
974,5
976,5
983,5
984,5
989,5
997,5
1004,5
1006,6
1008,6
1013,6
1014,6
1015,6
1017,6
1024,6
1027,6
1035,6
1040,6
1043,6
1051,6
1052,6
1053,6
1068,6
1069,6
1076,6
1081,6
1082,6
1088,6
1093,6
1096,6
1104,6
1115,6
1122,6
1125,6
1130,6
1134,6
1140,6
1143,6
1148,6
1149,6
1153,6
1155,6
1163,6
1165,6
1168,6
1169,7
1170,7
1175,7
1179,7
1183,7
1189,7
1195,7
1196,7
1199,7
1215,7
1216,7
1219,7
1221,7
1222,7
1223,7
1226,7
1243,7
1244,7
1253,7
1274,8
1279,8
1286,8
1287,8
1289,8
1290,8
1291,8
1294,8
1302,8
1319,8
1320,8
1321,8
1323,8
1328,8
1331,8
1338,8
1340,8
1346,8
1352,8
1355,8
1356,8
1357,8
1358,8
1361,8
1370,8
1371,8
1380,9
1383,9
1384,9
1390,9
1395,9
1396,9
1398,9
1399,9
1409,9
1415,9
1418,9
1421,9
1432,9
1436,9
1444,9
1450,9
1459,9
1462,9
1465,9
1466,9
1468,9
1470,9
1488,9
1494,9
1496,9
1508,9
1514,9
1515,9
1516,9
1521,9
1525,9
1529,9
1538,9
1539,9
1551,9
1559,9
1565,9
1566,10
1567,10
1568,10
1572,10
1577,10
1580,10
1586,10
1588,10
1589,10
1590,10
1591,10
1592,10
1594,10
1595,10
1600,10
1605,10
1606,10
1609,10
1610,10
1616,10
1639,10
1643,10
1646,10
1657,10
1658,10
1666,10
1668,10
1672,10
1675,10
1684,10
1685,10
1686,10
1688,10
1692,10
1697,10
1698,10
1699,10
1700,11
1704,11
1715,11
1716,11
1721,11
1722,11
1726,11
1727,11
1731,11
1734,11
1745,11
1748,11
1756,11
1758,11
1761,11
1762,11
1765,11
1775,11
1781,11
1782,12
1787,12
1789,12
1798,12
1802,12
1810,12
1811,12
1816,12
1830,12
1832,12
1833,12
1834,12
1839,12
1844,12
1854,12
1856,12
1864,12
1870,12
1881,12
1889,12
1894,12
1896,12
1900,12
1904,12
1906,12
1907,12
1920,12
1921,12
1925,12
1927,12
1931,12
1934,12
1939,12
1941,12
1943,12
1945,12
1951,12
1965,13
1971,13
1973,13
1987,13
1990,13
1993,13
1999,13
2002,13
2007,13
2010,13
2011,13
2018,13
2020,13
2029,13
2030,13
2034,13
2035,13
2037,13
2038,13
2041,13
2043,13
2048,13
2057,13
2063,13
2068,13
2087,13
2097,13
2100,13
2105,13
2106,13
2107,13
2108,13
2114,13
2117,13
2120,13
2122,13
2125,13
2141,14
2153,14
2157,14
2162,14
2163,14
2178,14
2182,14
2183,14
2186,14
2191,14
2195,14
2197,14
2205,14
2208,14
2213,14
2219,14
2225,14
2231,14
2236,14
2237,15
2238,15
2240,15
2241,15
2249,15
2267,15
2269,15
2278,15
2279,15
2281,15
2282,15
2285,15
2286,15
2298,15
2303,15
2309,15
2310,15
2315,15
2318,15
2319,16
2321,16
2330,16
2340,16
2344,16
2351,16
2353,16
2357,16
2358,16
2359,16
2360,16
2364,16
2372,16
2378,16
2387,16
2390,16
2396,16
2397,16
2405,16
2409,16
2424,16
2432,16
2433,16
2440,16
2455,16
2456,16
2469,17
2473,17
2475,17
2479,17
2481,17
2483,17
2484,17
2488,17
2491,17
2500,17
2521,17
2523,17
2528,17
2530,17
2534,17
2538,17
2547,17
2555,17
2556,17
2561,17
2569,17
2571,17
2573,17
2580,17
2581,17
2588,17
2595,18
2597,18
2601,18
2603,18
2620,18
2622,18
2627,18
2629,18
2640,18
2646,18
2652,18
2653,18
2655,18
2658,18
2659,18
2664,18
2684,18
2723,18
2724,18
2731,18
2746,18
2748,18
2755,18
2757,18
2760,18
2761,18
2768,19
2769,19
2782,19
2785,19
2790,19
2809,19
2814,19
2821,19
2830,19
2835,19
2837,19
2851,19
2857,19
2858,19
2861,19
2863,19
2869,19
2872,19
2874,19
2884,20
2903,20
2904,20
2907,20
2910,20
2913,20
2920,20
2924,20
2927,20
2928,20
2930,20
2932,20
2941,20
2950,20
2956,20
2957,20
2969,20
2970,20
2974,20
2975,21
2978,21
2981,21
2990,21
2991,21
2996,21
2999,21
3003,21
3004,21
3005,21
3009,21
3013,21
3025,21
3044,21
3051,21
3059,21
3065,21
3069,21
