customer_id,agent_id
3,0
6,0
7,0
20,0
24,0
26,0
31,0
33,0
34,0
36,0
37,0
39,0
40,0
41,0
45,0
50,0
55,0
57,5
58,5
67,5
69,5
74,5
77,5
82,5
92,5
96,5
100,5
102,5
106,5
118,5
128,5
129,5
131,5
134,5
136,5
140,5
142,5
154,5
163,5
169,5
179,5
183,5
185,5
187,5
188,5
189,5
191,5
192,5
210,5
218,5
222,5
224,5
232,5
233,5
244,5
248,5
254,5
255,5
257,5
258,5
266,5
276,5
278,5
284,5
299,5
300,5
305,15
310,15
315,15
323,15
333,15
335,15
337,15
344,15
350,15
351,15
357,15
360,15
370,15
379,15
386,15
387,15
391,15
392,15
397,15
401,15
404,15
407,15
420,15
423,15
424,15
425,15
432,15
433,15
434,15
436,15
441,15
446,15
457,15
460,15
462,15
471,15
477,15
496,15
500,15
507,15
509,15
511,15
524,15
530,15
533,15
539,15
544,15
547,15
552,15
553,15
558,15
562,15
564,15
569,15
578,15
580,15
582,15
585,15
586,15
587,15
597,15
598,15
602,15
605,15
607,15
611,15
613,15
614,15
619,15
625,15
636,15
642,15
658,15
660,15
666,15
668,15
672,15
677,15
683,15
684,15
685,15
687,15
689,15
701,15
704,15
709,15
712,15
715,16
717,16
720,16
721,16
722,16
730,16
737,16
742,16
743,16
745,16
746,16
747,16
753,16
765,16
766,16
768,16
769,16
778,16
780,16
781,16
782,16
785,16
787,16
790,16
796,16
797,16
804,16
807,16
813,16
821,16
829,16
832,16
834,16
836,16
842,16
844,16
848,16
850,16
854,16
855,16
866,16
870,16
871,16
873,16
874,16
877,16
890,16
893,16
894,16
895,16
900,16
905,16
915,16
916,16
920,16
922,16
923,16
930,16
936,16
941,16
943,16
949,16
951,16
957,16
966,16
970,16
972,16
989,16
991,16
996,16
997,16
1001,16
1003,16
1012,16
1023,16
1024,16
1025,16
1028,16
1032,16
1042,19
1046,19
1049,19
1052,19
1053,19
1056,19
1061,19
1065,19
1069,19
1076,19
1077,19
1078,19
1084,19
1092,19
1094,19
1099,19
1109,19
1114,19
1126,19
1137,19
1151,19
1156,19
1157,19
1171,19
1172,19
1174,19
1183,19
1187,19
1188,19
1189,19
1191,19
1196,19
1209,19
1211,19
1217,19
1220,19
1223,19
1224,19
1226,19
1227,19
1229,19
1232,19
1233,19
1234,19
1240,19
1241,19
1242,19
1247,19
1256,19
1259,19
1269,19
1270,19
1274,19
1279,19
1284,19
1287,19
1290,19
1292,19
1293,19
1298,19
1299,19
1301,19
1302,19
1303,19
1305,19
1307,19
1309,19
1310,19
1312,19
1318,19
1322,19
1329,19
1333,19
1334,19
1335,19
1336,19
1337,19
1340,19
1346,19
1348,19
1354,19
1357,19
1359,19
1364,27
1365,27
1366,27
1369,27
1380,27
1390,27
1410,27
1414,27
1420,27
1421,27
1422,27
1437,27
1440,27
1444,27
1446,27
1449,27
1454,27
1457,27
1464,27
1465,27
1467,27
1471,27
1474,27
1477,27
1479,27
1480,27
1482,27
1488,27
1490,27
1498,27
1499,27
1502,30
1503,30
1511,30
1513,30
1519,30
1522,30
1528,30
1529,30
1530,30
1531,30
1540,30
1543,30
1558,30
1561,30
1563,30
1564,30
1569,30
1572,30
1582,30
1585,30
1587,30
1595,30
1596,30
1597,30
1610,30
1618,30
1622,30
1624,30
1625,30
1629,30
1631,30
1632,30
1640,30
1643,30
1648,30
1651,30
1660,30
1673,30
1681,30
1682,30
1683,30
1686,30
1712,30
1724,30
1730,30
1731,30
1735,30
1736,30
1740,30
1741,30
1744,30
1751,30
1753,30
1754,30
1755,30
1757,30
1777,30
1782,30
1783,30
1788,30
1795,30
1799,30
1820,30
1834,30
1837,30
1840,30
1843,30
1849,30
1851,30
1853,30
1857,30
1860,30
1863,30
1866,30
1868,30
1871,30
1872,30
1876,34
1883,34
1889,34
1891,34
1902,34
1906,34
1915,34
1921,34
1929,34
1933,34
1945,34
1949,34
1952,34
1956,34
1958,34
1960,34
1961,34
1970,34
1977,34
1980,34
1995,34
2003,34
2011,34
2012,34
2013,34
2022,34
2028,34
2031,34
2032,34
2040,34
2041,34
2042,34
2045,34
2048,34
2050,34
2069,34
2072,34
2075,34
2106,34
2115,34
2118,34
2123,34
2129,34
2136,34
2149,34
2150,34
2152,34
2153,34
2159,34
2160,34
2163,34
2167,34
2171,34
2175,34
2188,34
2196,34
2199,34
2202,34
2207,34
2211,39
2215,39
2219,39
2227,39
2231,39
2237,39
2240,39
2241,39
2242,39
2243,39
2244,39
2246,39
2248,39
2250,39
2263,39
2272,39
2278,39
2279,39
2283,39
2292,39
2293,39
2295,39
2296,39
2297,39
2299,39
2308,39
2318,39
2319,39
2321,39
2324,39
2327,39
2329,39
2337,39
2339,39
2344,39
2346,39
2348,39
2369,39
2373,39
2377,39
2381,39
2387,39
2395,39
2396,39
2408,39
2420,39
2421,39
2424,39
2427,39
2430,39
2433,39
2435,39
2449,39
2454,39
2463,39
2466,39
2472,39
2476,39
2490,39
2493,39
2494,39
2498,39
2499,39
2505,39
2506,39
2507,39
2515,39
2516,39
2523,39
2524,39
2528,39
2535,39
2542,39
2544,39
2549,39
2552,39
2553,39
2558,39
2568,39
2572,39
2575,39
2576,39
2577,39
2578,39
2581,39
2590,39
2591,39
2592,40
2594,40
2595,40
2600,40
2603,40
2608,40
2612,40
2625,40
2626,40
2630,40
2634,40
2642,40
2643,40
2647,40
2656,40
2667,40
2672,40
2680,40
2699,40
2705,40
2716,40
2723,40
2743,40
2758,40
2760,40
2762,40
2772,40
2777,40
2781,40
2784,40
2801,40
2803,40
2807,40
2815,40
2816,40
2820,40
2822,40
2833,40
2850,40
2851,40
2854,40
2856,40
2858,40
2874,40
2875,40
2885,40
2887,40
2890,40
2891,40
2897,40
2903,40
2917,40
2929,42
2932,42
2938,42
2942,42
2951,42
2955,42
2960,42
2962,42
2972,42
2977,42
2980,42
2999,42
3004,42
3019,42
3023,42
3024,42
3025,42
3028,42
3031,42
3032,42
3037,42
3040,42
3042,42
3046,42
3056,42
3058,42
3063,42
3068,43
3081,43
3086,43
3087,43
3098,43
3100,43
3110,43
3112,43
3119,43
3120,43
3121,43
3125,43
3128,43
3130,43
3132,43
3133,43
3142,43
3143,43
3150,43
3152,43
3155,43
3160,43
3163,43
3169,43
3170,43
3171,43
3186,43
3191,43
3195,43
3201,43
3202,43
3211,43
3218,43
3222,43
3223,43
3227,43
3228,43
3239,49
3243,49
3244,49
3246,49
3247,49
3259,49
3261,49
3271,49
3275,49
3291,49
3301,49
3305,49
3315,49
3321,49
3334,49
3336,49
3337,49
3342,49
3343,49
3344,49
3354,49
3356,49
3357,49
3370,49
3372,49
3380,49
3388,49
3392,49
3393,49
3395,49
3396,49
3398,49
3404,49
3406,49
3407,49
3414,49
3420,49
3422,49
3423,49
3424,49
3425,49
3427,49
3429,49
3430,49
3433,49
3442,49
3449,49
3450,49
3453,49
3457,49
3459,49
3472,49
3474,49
3490,49
3497,49
3504,49
3509,49
3519,49
3522,49
3524,49
3527,49
3533,49
3538,49
3542,49
3545,49
3546,49
3549,49
3554,49
3561,49
3563,49
3565,49
3567,49
3569,49
3570,49
3575,49
3580,49
3586,49
3587,49
3588,49
3589,49
3593,49
3594,49
3597,49
3602,49
3613,49
3619,49
3626,49
3627,49
3628,49
3637,56
3639,56
3640,56
3641,56
3643,56
3645,56
3649,56
3653,56
3654,56
3658,56
3660,56
3662,56
3669,56
3670,56
3673,56
3678,56
3683,56
3685,56
3687,56
3690,56
3695,56
3702,56
3707,56
3723,56
3726,56
3738,56
3742,56
3747,56
3749,56
3755,56
3758,56
3760,56
3762,56
3764,56
3771,56
3772,56
3779,56
3803,56
3806,56
3814,56
3816,56
3824,56
3826,56
3835,56
3838,56
3840,56
3841,56
3846,56
3848,56
3853,56
3856,56
3859,56
3865,56
3871,56
3873,56
3878,56
3880,60
3881,60
3893,60
3894,60
3900,60
3904,60
3906,60
3908,60
3914,60
3919,60
3922,60
3930,60
3937,60
3939,60
3941,60
3943,60
3944,60
3947,60
3953,60
3971,60
3973,60
3978,60
3987,60
3995,60
3999,60
4008,60
4010,60
4012,60
4014,60
4019,60
4021,60
4022,60
4036,60
4039,60
4041,60
4061,60
4062,60
4063,60
4072,60
4075,60
4096,60
4110,60
4112,60
4115,60
4117,60
4136,60
4137,60
4140,60
4148,60
4152,60
4156,60
4157,60
4162,60
4175,60
4178,60
4188,60
4194,60
4210,60
4224,60
4233,60
4239,60
4242,60
4243,60
4248,60
4256,60
4259,60
4263,60
4266,60
4273,60
4276,60
4286,60
4296,60
4303,60
4324,60
4332,60
4350,60
4351,60
4359,60
4363,60
4376,60
4378,60
4389,60
4405,67
4415,67
4418,67
4423,67
4428,67
4430,67
4436,67
4439,67
4446,67
4450,67
4452,67
4470,67
4486,67
4490,67
4491,67
4494,67
4496,67
4503,67
4505,67
4506,67
4508,67
4515,67
4516,67
4522,67
4523,67
4531,67
4537,67
4541,67
4542,67
4543,67
4546,67
4557,67
4561,67
4566,67
4576,67
4586,67
4591,67
4596,67
4605,67
4606,67
4608,67
4609,67
4613,67
4619,67
4620,67
4621,67
4624,67
4626,67
4629,67
4633,67
4636,68
4642,68
4646,68
4648,68
4653,68
4656,68
4661,68
4664,68
4672,68
4676,68
4682,68
4684,68
4686,68
4687,68
4690,68
4696,68
4697,68
4703,68
4704,68
4715,68
4722,68
4723,68
4728,68
4729,68
4732,68
4736,68
4738,68
4739,68
4744,68
4752,68
4760,68
4763,68
4765,68
4766,68
4774,68
4778,68
4780,68
4787,71
4792,71
4793,71
4798,71
4804,71
4806,71
4811,71
4818,71
4824,71
4833,71
4844,71
4852,71
4853,71
4865,71
4869,71
4874,71
4879,71
4880,71
4881,71
4883,71
4886,71
4903,71
4911,71
4928,71
4933,71
4936,71
4945,71
4949,71
4952,71
4953,71
4955,71
4963,71
4968,71
4970,71
4980,71
4985,71
5000,71
5002,71
5009,71
5020,71
5026,71
5028,71
5034,71
5051,71
5058,71
5059,71
5060,71
5064,71
5066,71
5068,71
5069,71
5071,71
5080,71
5081,71
5087,71
5088,73
5090,73
5098,73
5105,73
5111,73
5120,73
5137,73
5140,73
5142,73
5144,73
5145,73
5146,73
5148,73
5150,73
5152,73
5154,73
5156,73
5158,73
5159,73
5163,73
5165,73
5168,73
5175,73
5176,73
5179,73
5187,73
5189,73
5192,73
5197,73
5201,73
5206,73
5220,73
5222,73
5229,73
5232,73
5233,73
5234,73
5238,73
5245,73
5249,73
5250,73
5254,73
5256,73
5257,73
5273,73
5286,73
5296,73
5300,73
5304,73
5310,73
5319,73
5320,73
5323,73
5328,73
5332,73
5335,73
5338,73
5346,73
5348,73
5351,73
5352,73
5354,73
5357,73
5359,73
5360,73
5379,73
5382,73
5390,73
5401,73
5402,73
5405,73
5410,73
5415,73
5416,73
5419,73
5426,73
5428,73
5434,73
5437,73
5438,73
5441,73
5444,73
5453,73
5458,73
5460,73
5466,78
5467,78
5477,78
5479,78
5483,78
5496,78
5502,78
5511,78
5518,78
5519,78
5525,78
5540,78
5542,78
5544,78
5546,78
5549,78
5563,78
5583,78
5584,78
5590,78
5596,78
5604,78
5606,78
5617,78
5620,78
5642,78
5645,78
5658,78
5659,78
5660,78
5677,78
5678,78
5680,78
5689,78
5700,78
5703,78
5705,78
5722,78
5732,78
5733,78
5739,78
5745,78
5750,78
5780,78
5786,78
5789,78
5791,78
5794,78
5798,78
5800,78
5803,78
5814,78
5816,78
5820,78
5826,78
5833,78
5837,78
5839,78
5841,78
5843,78
5844,78
5850,78
5851,78
5852,78
5856,78
5861,78
5862,78
5865,78
5868,78
5869,78
5871,78
5884,78
5895,78
5899,78
5929,78
5942,78
5948,78
5950,78
5951,78
5956,78
5957,78
5959,78
5961,79
5963,79
5965,79
5969,79
5976,79
5978,79
5986,79
5992,79
5996,79
5997,79
6003,79
6004,79
6008,79
6011,79
6030,79
6036,79
6039,79
6040,79
6047,79
6048,79
6056,79
6058,79
6059,79
6062,79
6063,79
6065,79
6066,79
6068,79
6069,79
6073,79
6076,79
6078,79
6082,79
6084,79
6089,79
6100,79
6101,79
6104,79
6105,79
6109,79
6112,79
6136,79
6138,79
6141,79
6144,79
6145,79
6148,79
6150,79
6161,79
6171,79
6173,79
6182,79
6189,79
6194,79
6195,79
6196,79
6210,79
6211,79
6213,79
6217,79
6220,79
6221,79
6226,79
6227,79
6233,79
6237,79
6242,79
6246,79
6251,79
6252,79
6254,79
6263,79
6265,79
6272,79
6273,79
6274,79
6287,79
6293,79
6297,79
6298,79
6301,79
6302,79
6305,79
6306,79
6310,79
6312,79
6318,79
6325,79
